,0,1,2,3,4,5,6
2823,27.0,2.2,169.0,141.0,0.0023,11.7,1042.0
2824,11.0,2.2,177.0,106.0,0.0018,11.7,640.0
2825,9.0,2.2,114.0,89.0,0.0008,8.0,325.0
2826,28.0,0.97,224.0,137.0,0.0015,11.7,872.0
2827,8.0,2.2,175.0,163.0,0.0008,11.7,860.0
2828,24.0,0.97,54.0,137.0,0.0009,8.0,330.0
2829,24.0,0.97,212.0,68.0,0.0003,11.7,273.0
2830,18.0,0.97,67.0,138.0,0.0016,8.0,460.0
2831,18.0,0.97,233.0,104.0,0.001,8.0,659.0
2832,30.0,0.97,18.0,175.0,0.0005,11.7,157.0
2833,6.0,0.97,208.0,143.0,0.001,11.7,267.0
2834,6.0,2.2,235.0,163.0,0.0007,8.0,514.0
2835,18.0,0.97,92.0,164.0,0.0002,11.7,353.0
2836,30.0,2.2,33.0,113.0,0.0003,8.0,155.0
2837,8.0,2.2,234.0,123.0,0.0007,11.7,534.0
2838,19.0,0.97,149.0,86.0,0.0004,11.7,266.0
2839,14.0,0.97,207.0,176.0,0.0013,11.7,1182.0
2840,26.0,2.2,183.0,110.0,0.0017,11.7,683.0
2841,30.0,2.2,241.0,106.0,0.0004,11.7,577.0
2842,29.0,2.2,46.0,91.0,0.0012,11.7,167.0
2843,6.0,2.2,245.0,157.0,0.0023,11.7,1342.0
2844,24.0,0.97,124.0,72.0,0.0022,11.7,256.0
2845,24.0,2.2,96.0,169.0,0.0015,11.7,846.0
2846,27.0,0.97,222.0,97.0,0.001,8.0,579.0
2847,11.0,0.97,130.0,125.0,0.0009,8.0,482.0
2848,8.0,0.97,48.0,151.0,0.001,8.0,353.0
2849,28.0,2.2,137.0,105.0,0.0013,11.7,480.0
2850,29.0,0.97,18.0,178.0,0.0011,11.7,206.0
2851,17.0,2.2,169.0,180.0,0.0012,8.0,1656.0
2852,30.0,0.97,73.0,153.0,0.0003,8.0,363.0
2853,23.0,0.97,100.0,164.0,0.0001,8.0,365.0
2854,9.0,0.97,223.0,63.0,0.0006,8.0,223.0
2855,9.0,2.2,90.0,78.0,0.0002,11.7,90.0
2856,28.0,2.2,47.0,117.0,0.001,11.7,240.0
2857,15.0,0.97,212.0,60.0,0.0017,11.7,325.0
2858,8.0,0.97,27.0,86.0,0.0012,11.7,84.0
2859,28.0,0.97,141.0,137.0,0.002,11.7,668.0
2860,25.0,2.2,40.0,174.0,0.0014,8.0,608.0
2861,14.0,0.97,42.0,148.0,0.0016,11.7,299.0
2862,17.0,0.97,203.0,86.0,0.0021,11.7,463.0
2863,28.0,2.2,126.0,81.0,0.0002,8.0,254.0
2864,14.0,2.2,93.0,85.0,0.0019,11.7,289.0
2865,22.0,2.2,215.0,156.0,0.0002,8.0,923.0
2866,13.0,0.97,212.0,94.0,0.0018,8.0,608.0
2867,24.0,0.97,167.0,90.0,0.0003,11.7,293.0
2868,14.0,0.97,18.0,155.0,0.0014,11.7,172.0
2869,22.0,2.2,56.0,64.0,0.0019,11.7,134.0
2870,14.0,2.2,147.0,112.0,0.0009,8.0,616.0
2871,29.0,0.97,101.0,158.0,0.0014,11.7,601.0
2872,29.0,0.97,97.0,94.0,0.0018,8.0,336.0
2873,11.0,2.2,18.0,70.0,0.0001,11.7,33.0
2874,7.0,2.2,185.0,141.0,0.0001,11.7,185.0
2875,29.0,0.97,172.0,90.0,0.0011,11.7,376.0
2876,10.0,2.2,49.0,86.0,0.0011,11.7,158.0
2877,14.0,2.2,31.0,100.0,0.0007,8.0,154.0
2878,14.0,2.2,90.0,90.0,0.0003,8.0,238.0
2879,24.0,0.97,23.0,173.0,0.0011,11.7,231.0
2880,8.0,0.97,195.0,72.0,0.0022,11.7,262.0
2881,16.0,2.2,92.0,174.0,0.0003,11.7,539.0
2882,12.0,2.2,151.0,114.0,0.0006,11.7,483.0
2883,20.0,0.97,100.0,78.0,0.0001,11.7,100.0
2884,15.0,2.2,21.0,114.0,0.0002,8.0,101.0
2885,29.0,0.97,127.0,135.0,0.0012,11.7,528.0
2886,18.0,0.97,116.0,116.0,0.0001,8.0,162.0
2887,24.0,2.2,112.0,171.0,0.0018,8.0,1287.0
2888,22.0,0.97,134.0,105.0,0.0004,11.7,302.0
2889,20.0,0.97,77.0,69.0,0.0016,8.0,180.0
2890,16.0,0.97,202.0,160.0,0.0017,8.0,1324.0
2891,15.0,0.97,73.0,117.0,0.0016,11.7,302.0
2892,10.0,2.2,218.0,118.0,0.0022,11.7,926.0
2893,11.0,2.2,155.0,127.0,0.0006,11.7,573.0
2894,13.0,2.2,66.0,175.0,0.0008,8.0,725.0
2895,8.0,2.2,78.0,125.0,0.0013,11.7,416.0
2896,13.0,0.97,31.0,126.0,0.0016,8.0,228.0
2897,23.0,2.2,80.0,80.0,0.0012,11.7,213.0
2898,23.0,0.97,212.0,95.0,0.0019,8.0,627.0
2899,29.0,0.97,138.0,103.0,0.0002,11.7,267.0
2900,25.0,2.2,193.0,134.0,0.0008,8.0,970.0
2901,10.0,2.2,124.0,126.0,0.0005,8.0,495.0
2902,12.0,0.97,24.0,91.0,0.0018,8.0,113.0
2903,20.0,0.97,20.0,173.0,0.0002,8.0,158.0
2904,9.0,2.2,105.0,180.0,0.0011,11.7,919.0
2905,23.0,2.2,208.0,68.0,0.002,8.0,484.0
2906,14.0,2.2,57.0,123.0,0.0001,11.7,164.0
2907,18.0,0.97,202.0,165.0,0.001,8.0,1199.0
2908,26.0,0.97,10.0,71.0,0.001,11.7,29.0
2909,18.0,0.97,11.0,87.0,0.0013,8.0,54.0
2910,25.0,2.2,71.0,71.0,0.0003,8.0,148.0
2911,30.0,0.97,71.0,95.0,0.0019,8.0,273.0
2912,10.0,0.97,159.0,60.0,0.0006,8.0,159.0
2913,9.0,2.2,68.0,134.0,0.002,11.7,480.0
2914,25.0,0.97,92.0,130.0,0.0005,8.0,380.0
2915,8.0,2.2,203.0,156.0,0.0007,11.7,784.0
2916,14.0,2.2,210.0,117.0,0.0011,8.0,905.0
2917,15.0,0.97,219.0,75.0,0.0014,11.7,395.0
2918,21.0,0.97,196.0,81.0,0.0002,11.7,217.0
2919,27.0,0.97,159.0,100.0,0.0006,11.7,355.0
2920,8.0,2.2,72.0,94.0,0.0007,11.7,213.0
2921,14.0,2.2,188.0,73.0,0.0019,8.0,483.0
2922,11.0,0.97,48.0,139.0,0.0002,8.0,149.0
2923,14.0,2.2,16.0,82.0,0.0018,11.7,72.0
2924,20.0,2.2,44.0,175.0,0.0022,8.0,761.0
2925,23.0,0.97,103.0,162.0,0.0021,8.0,897.0
2926,18.0,2.2,25.0,108.0,0.0012,11.7,140.0
2927,7.0,2.2,35.0,170.0,0.0009,8.0,461.0
2928,19.0,2.2,38.0,177.0,0.0007,8.0,486.0
2929,29.0,2.2,199.0,164.0,0.0001,11.7,652.0
2930,17.0,0.97,141.0,126.0,0.002,8.0,717.0
2931,19.0,0.97,112.0,92.0,0.0012,8.0,330.0
2932,21.0,2.2,31.0,94.0,0.0015,11.7,139.0
2933,10.0,2.2,116.0,106.0,0.0023,11.7,497.0
2934,25.0,2.2,214.0,74.0,0.0018,11.7,462.0
2935,24.0,2.2,219.0,158.0,0.0004,8.0,1151.0
2936,16.0,0.97,62.0,76.0,0.0013,8.0,164.0
2937,16.0,2.2,123.0,78.0,0.0004,11.7,236.0
2938,8.0,2.2,90.0,90.0,0.0015,11.7,289.0
2939,15.0,2.2,18.0,144.0,0.0023,8.0,290.0
2940,6.0,0.97,33.0,147.0,0.0007,11.7,156.0
2941,13.0,2.2,166.0,155.0,0.001,11.7,953.0
2942,26.0,2.2,133.0,92.0,0.0018,8.0,506.0
2943,21.0,2.2,93.0,78.0,0.0013,11.7,237.0
2944,16.0,2.2,215.0,165.0,0.0018,8.0,1893.0
2945,17.0,0.97,161.0,101.0,0.0006,11.7,363.0
2946,6.0,2.2,13.0,115.0,0.0022,11.7,118.0
2947,15.0,0.97,14.0,123.0,0.0016,11.7,99.0
2948,25.0,2.2,116.0,152.0,0.0017,11.7,832.0
2949,10.0,0.97,175.0,161.0,0.0001,11.7,175.0
2950,8.0,2.2,16.0,100.0,0.0015,8.0,119.0
2951,22.0,2.2,152.0,139.0,0.0023,11.7,943.0
2952,7.0,0.97,227.0,76.0,0.0006,8.0,227.0
2953,19.0,2.2,188.0,80.0,0.0021,8.0,558.0
2954,23.0,0.97,107.0,99.0,0.0015,8.0,373.0
2955,14.0,2.2,41.0,172.0,0.001,8.0,543.0
2956,8.0,0.97,127.0,124.0,0.0003,8.0,127.0
2957,17.0,2.2,199.0,130.0,0.0007,11.7,748.0
2958,22.0,2.2,198.0,73.0,0.0016,11.7,417.0
2959,16.0,0.97,72.0,70.0,0.0023,11.7,161.0
2960,12.0,0.97,106.0,131.0,0.0023,8.0,648.0
2961,23.0,2.2,108.0,69.0,0.0009,8.0,248.0
2962,6.0,2.2,109.0,86.0,0.0002,8.0,109.0
2963,17.0,2.2,231.0,75.0,0.0012,8.0,535.0
2964,21.0,2.2,97.0,115.0,0.0004,8.0,382.0
2965,24.0,0.97,161.0,116.0,0.0011,8.0,594.0
2966,26.0,0.97,135.0,163.0,0.0005,11.7,589.0
2967,7.0,2.2,127.0,123.0,0.0014,11.7,569.0
2968,15.0,0.97,229.0,171.0,0.0002,8.0,478.0
2969,12.0,2.2,167.0,136.0,0.0017,11.7,893.0
2970,30.0,0.97,10.0,160.0,0.0002,11.7,67.0
2971,20.0,2.2,124.0,126.0,0.0008,11.7,519.0
2972,11.0,0.97,98.0,175.0,0.0018,11.7,755.0
2973,24.0,2.2,178.0,77.0,0.0021,11.7,431.0
2974,7.0,2.2,48.0,145.0,0.0014,11.7,388.0
2975,28.0,2.2,163.0,147.0,0.0003,11.7,626.0
2976,21.0,2.2,85.0,94.0,0.0013,11.7,285.0
2977,7.0,2.2,109.0,169.0,0.0007,11.7,630.0
2978,10.0,0.97,182.0,179.0,0.0004,8.0,455.0
2979,29.0,0.97,224.0,143.0,0.0002,11.7,577.0
2980,7.0,0.97,22.0,180.0,0.0015,11.7,266.0
2981,25.0,0.97,18.0,92.0,0.0017,11.7,75.0
2982,30.0,0.97,68.0,120.0,0.0015,8.0,361.0
2983,9.0,0.97,232.0,103.0,0.0008,8.0,247.0
2984,25.0,2.2,205.0,151.0,0.0008,8.0,1235.0
2985,18.0,0.97,174.0,78.0,0.0022,11.7,368.0
2986,30.0,0.97,77.0,169.0,0.001,8.0,631.0
2987,29.0,0.97,75.0,64.0,0.0001,11.7,98.0
2988,20.0,2.2,165.0,124.0,0.001,11.7,663.0
2989,16.0,0.97,222.0,171.0,0.0007,11.7,1002.0
2990,30.0,2.2,215.0,117.0,0.0008,11.7,702.0
2991,13.0,0.97,233.0,108.0,0.001,11.7,553.0
2992,28.0,2.2,191.0,159.0,0.0004,8.0,1053.0
2993,19.0,2.2,219.0,165.0,0.0004,8.0,1236.0
2994,9.0,0.97,111.0,153.0,0.0021,8.0,841.0
2995,18.0,2.2,151.0,120.0,0.0003,11.7,441.0
2996,15.0,0.97,100.0,160.0,0.0014,8.0,760.0
2997,20.0,0.97,29.0,66.0,0.0017,8.0,80.0
2998,22.0,2.2,210.0,80.0,0.0007,11.7,416.0
2999,29.0,2.2,175.0,173.0,0.0008,8.0,1398.0
3000,15.0,0.97,226.0,69.0,0.0013,8.0,402.0
3001,24.0,2.2,198.0,138.0,0.0023,11.7,1126.0
3002,17.0,2.2,134.0,161.0,0.0022,8.0,1387.0
3003,28.0,2.2,152.0,138.0,0.0018,11.7,869.0
3004,7.0,2.2,185.0,157.0,0.0014,11.7,1043.0
3005,22.0,0.97,152.0,102.0,0.0005,11.7,338.0
3006,14.0,2.2,200.0,113.0,0.0012,8.0,846.0
3007,9.0,2.2,85.0,161.0,0.0002,11.7,297.0
3008,30.0,0.97,17.0,114.0,0.0015,8.0,123.0
3009,14.0,2.2,179.0,175.0,0.0003,11.7,872.0
3010,25.0,0.97,40.0,118.0,0.002,8.0,260.0
3011,18.0,2.2,10.0,84.0,0.002,8.0,69.0
3012,17.0,2.2,250.0,107.0,0.0019,11.7,853.0
3013,13.0,0.97,250.0,69.0,0.0001,8.0,250.0
3014,19.0,0.97,116.0,72.0,0.0003,11.7,172.0
3015,23.0,0.97,195.0,64.0,0.0005,8.0,297.0
3016,23.0,2.2,29.0,119.0,0.0002,11.7,113.0
3017,25.0,0.97,196.0,108.0,0.0022,11.7,611.0
3018,30.0,0.97,203.0,101.0,0.0003,11.7,386.0
3019,16.0,0.97,85.0,180.0,0.0009,11.7,585.0
3020,17.0,2.2,192.0,92.0,0.002,11.7,570.0
3021,20.0,0.97,37.0,133.0,0.0009,8.0,240.0
3022,19.0,2.2,85.0,67.0,0.0017,11.7,193.0
3023,22.0,0.97,38.0,157.0,0.0022,8.0,430.0
3024,25.0,2.2,122.0,158.0,0.0016,8.0,1139.0
3025,15.0,0.97,40.0,162.0,0.0012,8.0,391.0
3026,29.0,0.97,30.0,100.0,0.0014,8.0,145.0
3027,28.0,0.97,202.0,74.0,0.0023,8.0,457.0
3028,6.0,2.2,70.0,116.0,0.0023,11.7,399.0
3029,8.0,2.2,123.0,126.0,0.0009,11.7,513.0
3030,17.0,2.2,238.0,106.0,0.002,11.7,821.0
3031,23.0,0.97,84.0,60.0,0.0011,8.0,155.0
3032,25.0,0.97,187.0,94.0,0.0008,8.0,464.0
3033,27.0,0.97,139.0,91.0,0.0014,8.0,398.0
3034,21.0,2.2,69.0,101.0,0.0003,8.0,227.0
3035,9.0,2.2,118.0,113.0,0.0015,11.7,498.0
3036,8.0,0.97,114.0,67.0,0.0022,8.0,208.0
3037,19.0,2.2,146.0,164.0,0.002,8.0,1477.0
3038,20.0,0.97,191.0,168.0,0.0018,11.7,1130.0
3039,16.0,2.2,141.0,125.0,0.0008,8.0,689.0
3040,15.0,2.2,93.0,160.0,0.0014,11.7,735.0
3041,23.0,2.2,75.0,116.0,0.0021,11.7,408.0
3042,29.0,0.97,77.0,92.0,0.0005,11.7,173.0
3043,23.0,0.97,212.0,104.0,0.0013,8.0,651.0
3044,28.0,2.2,17.0,104.0,0.002,11.7,116.0
3045,16.0,2.2,219.0,162.0,0.0001,11.7,506.0
3046,15.0,2.2,45.0,101.0,0.0013,8.0,243.0
3047,26.0,0.97,188.0,139.0,0.0011,8.0,882.0
3048,13.0,2.2,14.0,132.0,0.0014,8.0,176.0
3049,22.0,0.97,50.0,100.0,0.0013,11.7,171.0
3050,14.0,0.97,50.0,74.0,0.0022,11.7,127.0
3051,22.0,2.2,140.0,127.0,0.0005,8.0,620.0
3052,24.0,2.2,127.0,153.0,0.0019,8.0,1163.0
3053,8.0,2.2,16.0,149.0,0.0012,8.0,232.0
3054,10.0,2.2,83.0,141.0,0.0007,11.7,447.0
3055,26.0,2.2,44.0,66.0,0.0003,11.7,81.0
3056,18.0,0.97,167.0,157.0,0.001,11.7,780.0
3057,16.0,0.97,180.0,162.0,0.0008,8.0,1005.0
3058,19.0,0.97,117.0,112.0,0.0022,8.0,531.0
3059,21.0,2.2,212.0,156.0,0.0019,11.7,1378.0
3060,29.0,2.2,24.0,166.0,0.0014,11.7,308.0
3061,27.0,0.97,97.0,158.0,0.0022,8.0,834.0
3062,15.0,2.2,148.0,179.0,0.0013,11.7,1216.0
3063,16.0,2.2,37.0,81.0,0.0011,11.7,117.0
3064,23.0,2.2,116.0,111.0,0.0008,11.7,408.0
3065,10.0,0.97,240.0,115.0,0.0013,8.0,570.0
3066,26.0,2.2,159.0,169.0,0.0005,11.7,879.0
3067,12.0,0.97,195.0,71.0,0.0019,8.0,391.0
3068,13.0,0.97,26.0,115.0,0.0008,11.7,114.0
3069,23.0,0.97,51.0,123.0,0.0016,11.7,251.0
3070,17.0,0.97,93.0,79.0,0.0019,11.7,219.0
3071,27.0,2.2,185.0,114.0,0.0021,11.7,768.0
3072,8.0,0.97,229.0,162.0,0.0008,11.7,466.0
3073,21.0,2.2,10.0,81.0,0.0002,11.7,29.0
3074,29.0,0.97,103.0,85.0,0.0023,8.0,323.0
3075,25.0,0.97,178.0,119.0,0.0016,8.0,732.0
3076,18.0,0.97,80.0,88.0,0.0009,11.7,190.0
3077,7.0,0.97,206.0,128.0,0.0013,11.7,363.0
3078,27.0,2.2,82.0,83.0,0.0023,11.7,266.0
3079,23.0,0.97,101.0,139.0,0.001,8.0,547.0
3080,23.0,0.97,131.0,156.0,0.0014,8.0,881.0
3081,26.0,0.97,85.0,119.0,0.0004,11.7,248.0
3082,15.0,2.2,240.0,86.0,0.0017,8.0,708.0
3083,25.0,0.97,113.0,127.0,0.0015,11.7,467.0
3084,28.0,2.2,246.0,179.0,0.0009,11.7,1564.0
3085,10.0,0.97,175.0,171.0,0.0009,11.7,767.0
3086,28.0,2.2,224.0,157.0,0.0003,8.0,1070.0
3087,7.0,2.2,137.0,79.0,0.0001,11.7,137.0
3088,23.0,0.97,46.0,116.0,0.0016,8.0,262.0
3089,21.0,2.2,217.0,63.0,0.002,8.0,459.0
3090,27.0,2.2,17.0,65.0,0.0005,8.0,47.0
3091,22.0,0.97,101.0,175.0,0.001,8.0,812.0
3092,7.0,2.2,151.0,163.0,0.0003,8.0,324.0
3093,14.0,0.97,182.0,83.0,0.0015,8.0,443.0
3094,10.0,2.2,218.0,82.0,0.0021,8.0,647.0
3095,10.0,2.2,248.0,110.0,0.0004,11.7,399.0
3096,12.0,2.2,48.0,132.0,0.0011,8.0,384.0
3097,13.0,0.97,181.0,114.0,0.0016,11.7,576.0
3098,27.0,0.97,220.0,157.0,0.0017,8.0,1362.0
3099,16.0,0.97,181.0,124.0,0.001,8.0,700.0
3100,21.0,0.97,68.0,77.0,0.0011,8.0,173.0
3101,16.0,0.97,211.0,88.0,0.0001,11.7,211.0
3102,27.0,0.97,133.0,150.0,0.001,11.7,614.0
3103,30.0,0.97,240.0,137.0,0.0013,8.0,1077.0
3104,15.0,2.2,65.0,81.0,0.0021,11.7,210.0
3105,26.0,2.2,26.0,134.0,0.0021,8.0,316.0
3106,23.0,0.97,56.0,79.0,0.0011,11.7,131.0
3107,19.0,0.97,76.0,178.0,0.0006,8.0,588.0
3108,14.0,2.2,23.0,89.0,0.002,11.7,111.0
3109,27.0,0.97,25.0,117.0,0.0009,8.0,146.0
3110,12.0,0.97,54.0,159.0,0.0001,11.7,126.0
3111,20.0,2.2,113.0,114.0,0.0022,11.7,541.0
3112,30.0,0.97,119.0,118.0,0.0022,8.0,585.0
3113,28.0,0.97,36.0,64.0,0.0004,11.7,61.0
3114,8.0,2.2,151.0,104.0,0.0022,8.0,706.0
3115,27.0,2.2,105.0,149.0,0.0021,8.0,1003.0
3116,6.0,0.97,19.0,82.0,0.002,11.7,68.0
3117,23.0,0.97,247.0,111.0,0.0014,8.0,816.0
3118,24.0,0.97,39.0,102.0,0.0003,11.7,103.0
3119,14.0,0.97,73.0,124.0,0.0023,8.0,452.0
3120,9.0,2.2,54.0,121.0,0.0016,11.7,321.0
3121,17.0,0.97,113.0,139.0,0.0005,8.0,492.0
3122,20.0,0.97,58.0,133.0,0.0018,8.0,403.0
3123,27.0,2.2,158.0,153.0,0.0001,8.0,596.0
3124,28.0,2.2,135.0,178.0,0.0018,8.0,1576.0
3125,10.0,2.2,30.0,171.0,0.0009,8.0,420.0
3126,29.0,2.2,159.0,80.0,0.0013,8.0,439.0
3127,16.0,0.97,121.0,64.0,0.0001,8.0,121.0
3128,30.0,0.97,115.0,103.0,0.0002,8.0,265.0
3129,30.0,0.97,58.0,157.0,0.0014,11.7,400.0
3130,14.0,2.2,37.0,77.0,0.0009,11.7,104.0
3131,26.0,0.97,231.0,179.0,0.0021,8.0,1884.0
3132,29.0,0.97,147.0,96.0,0.0002,11.7,262.0
3133,14.0,2.2,76.0,79.0,0.0006,8.0,205.0
3134,23.0,2.2,60.0,95.0,0.0018,8.0,296.0
3135,18.0,0.97,130.0,129.0,0.001,8.0,582.0
3136,17.0,0.97,146.0,177.0,0.0019,11.7,1037.0
3137,16.0,0.97,20.0,137.0,0.0006,11.7,116.0
3138,29.0,2.2,200.0,160.0,0.0009,11.7,1116.0
3139,29.0,0.97,32.0,144.0,0.0012,11.7,216.0
3140,15.0,0.97,210.0,66.0,0.0016,11.7,346.0
3141,27.0,0.97,169.0,139.0,0.0006,8.0,694.0
3142,23.0,0.97,63.0,121.0,0.0002,8.0,205.0
3143,9.0,0.97,56.0,147.0,0.0016,8.0,453.0
3144,18.0,2.2,54.0,117.0,0.0011,11.7,273.0
3145,11.0,2.2,96.0,116.0,0.0015,11.7,445.0
3146,23.0,2.2,97.0,95.0,0.0023,8.0,449.0
3147,19.0,0.97,114.0,102.0,0.0017,8.0,422.0
3148,12.0,2.2,206.0,69.0,0.0018,8.0,479.0
3149,12.0,0.97,71.0,81.0,0.0023,11.7,190.0
3150,24.0,0.97,176.0,74.0,0.0005,8.0,311.0
3151,18.0,2.2,246.0,88.0,0.0012,8.0,688.0
3152,26.0,0.97,140.0,136.0,0.0007,11.7,501.0
3153,22.0,0.97,78.0,62.0,0.0002,8.0,113.0
3154,27.0,0.97,47.0,157.0,0.0017,8.0,460.0
3155,22.0,0.97,177.0,147.0,0.0002,11.7,492.0
3156,12.0,0.97,62.0,113.0,0.0002,8.0,126.0
3157,19.0,2.2,129.0,134.0,0.0016,11.7,711.0
3158,21.0,2.2,106.0,149.0,0.0015,8.0,910.0
3159,7.0,0.97,95.0,133.0,0.001,8.0,300.0
3160,28.0,0.97,48.0,143.0,0.0018,11.7,320.0
3161,29.0,0.97,128.0,146.0,0.0008,8.0,661.0
3162,23.0,2.2,20.0,146.0,0.001,11.7,193.0
3163,8.0,0.97,22.0,169.0,0.0021,11.7,263.0
3164,8.0,2.2,185.0,107.0,0.0019,8.0,780.0
3165,29.0,0.97,26.0,104.0,0.0015,8.0,142.0
3166,6.0,0.97,90.0,100.0,0.0003,11.7,90.0
3167,22.0,0.97,119.0,68.0,0.0004,8.0,199.0
3168,10.0,2.2,124.0,93.0,0.0001,8.0,124.0
3169,16.0,2.2,237.0,166.0,0.002,8.0,2115.0
3170,16.0,2.2,121.0,135.0,0.0022,11.7,753.0
3171,25.0,0.97,53.0,76.0,0.001,11.7,117.0
3172,11.0,0.97,210.0,98.0,0.0002,8.0,210.0
3173,11.0,2.2,38.0,65.0,0.0001,11.7,42.0
3174,16.0,0.97,33.0,86.0,0.0004,8.0,91.0
3175,16.0,0.97,187.0,95.0,0.0012,11.7,437.0
3176,13.0,2.2,243.0,122.0,0.0021,8.0,1282.0
3177,27.0,0.97,56.0,129.0,0.0005,11.7,214.0
3178,27.0,0.97,240.0,94.0,0.002,11.7,584.0
3179,20.0,2.2,15.0,121.0,0.0015,11.7,127.0
3180,9.0,0.97,18.0,61.0,0.0018,8.0,50.0
3181,11.0,0.97,128.0,132.0,0.0011,8.0,582.0
3182,17.0,0.97,236.0,82.0,0.0022,11.7,499.0
3183,28.0,0.97,21.0,94.0,0.0001,8.0,53.0
3184,19.0,2.2,45.0,135.0,0.0013,8.0,402.0
3185,9.0,2.2,97.0,152.0,0.0003,8.0,394.0
3186,15.0,2.2,89.0,116.0,0.0017,11.7,436.0
3187,16.0,0.97,23.0,112.0,0.0001,8.0,71.0
3188,17.0,0.97,183.0,92.0,0.0009,8.0,455.0
3189,22.0,0.97,150.0,152.0,0.0021,8.0,1043.0
3190,12.0,2.2,33.0,154.0,0.0009,8.0,368.0
3191,26.0,0.97,67.0,98.0,0.0017,8.0,267.0
3192,30.0,0.97,36.0,158.0,0.0002,11.7,166.0
3193,7.0,0.97,38.0,136.0,0.0014,11.7,231.0
3194,25.0,0.97,75.0,98.0,0.0017,11.7,241.0
3195,13.0,2.2,106.0,101.0,0.002,11.7,416.0
3196,9.0,0.97,92.0,91.0,0.0008,11.7,176.0
3197,10.0,0.97,24.0,81.0,0.0004,11.7,56.0
3198,24.0,2.2,16.0,150.0,0.0012,11.7,184.0
3199,10.0,2.2,176.0,111.0,0.0016,11.7,663.0
3200,6.0,0.97,43.0,148.0,0.0002,11.7,56.0
3201,28.0,0.97,189.0,121.0,0.0011,8.0,713.0
3202,22.0,2.2,155.0,131.0,0.0022,11.7,855.0
3203,9.0,2.2,44.0,62.0,0.0011,11.7,95.0
3204,11.0,2.2,234.0,145.0,0.0017,11.7,1267.0
3205,7.0,0.97,185.0,136.0,0.001,11.7,333.0
3206,14.0,2.2,216.0,180.0,0.0018,8.0,2224.0
3207,27.0,2.2,32.0,176.0,0.0008,8.0,446.0
3208,29.0,2.2,205.0,66.0,0.0013,11.7,373.0
3209,25.0,2.2,73.0,116.0,0.002,8.0,491.0
3210,27.0,2.2,195.0,172.0,0.0014,8.0,1766.0
3211,10.0,0.97,26.0,164.0,0.0013,11.7,241.0
3212,13.0,2.2,125.0,78.0,0.0006,8.0,298.0
3213,8.0,0.97,230.0,132.0,0.0008,11.7,327.0
3214,8.0,2.2,97.0,166.0,0.0021,11.7,914.0
3215,9.0,2.2,25.0,116.0,0.0013,8.0,203.0
3216,23.0,2.2,202.0,135.0,0.0022,8.0,1351.0
3217,10.0,0.97,64.0,150.0,0.001,8.0,447.0
3218,11.0,2.2,37.0,121.0,0.0005,8.0,218.0
3219,16.0,2.2,190.0,82.0,0.001,11.7,421.0
3220,27.0,2.2,184.0,74.0,0.0011,11.7,372.0
3221,28.0,0.97,89.0,126.0,0.0002,11.7,237.0
3222,8.0,0.97,56.0,150.0,0.0002,8.0,104.0
3223,23.0,2.2,138.0,139.0,0.0021,8.0,1071.0
3224,24.0,2.2,20.0,178.0,0.0014,8.0,399.0
3225,29.0,0.97,148.0,72.0,0.002,11.7,291.0
3226,16.0,0.97,31.0,148.0,0.002,11.7,258.0
3227,19.0,0.97,163.0,78.0,0.0001,11.7,163.0
3228,29.0,2.2,41.0,118.0,0.0016,11.7,252.0
3229,21.0,0.97,137.0,100.0,0.0012,8.0,433.0
3230,28.0,0.97,136.0,178.0,0.0003,11.7,595.0
3231,23.0,0.97,225.0,118.0,0.0011,8.0,784.0
3232,16.0,2.2,198.0,102.0,0.0007,11.7,530.0
3233,15.0,2.2,90.0,80.0,0.0021,11.7,265.0
3234,22.0,0.97,57.0,97.0,0.0007,8.0,187.0
3235,30.0,2.2,245.0,140.0,0.0004,11.7,849.0
3236,6.0,0.97,57.0,137.0,0.0007,11.7,158.0
3237,24.0,2.2,141.0,149.0,0.0016,11.7,907.0
3238,19.0,2.2,60.0,163.0,0.0006,11.7,434.0
3239,11.0,0.97,12.0,75.0,0.0013,11.7,38.0
3240,27.0,2.2,42.0,150.0,0.0018,8.0,515.0
3241,11.0,2.2,25.0,81.0,0.0021,8.0,126.0
3242,11.0,2.2,56.0,88.0,0.0018,11.7,204.0
3243,27.0,0.97,136.0,147.0,0.0011,8.0,764.0
3244,14.0,2.2,101.0,110.0,0.0022,11.7,471.0
3245,23.0,2.2,37.0,121.0,0.0001,11.7,117.0
3246,28.0,2.2,81.0,160.0,0.0019,8.0,926.0
3247,8.0,0.97,245.0,161.0,0.0013,8.0,712.0
3248,20.0,0.97,190.0,70.0,0.0013,11.7,325.0
3249,8.0,2.2,61.0,66.0,0.001,8.0,151.0
3250,20.0,2.2,12.0,93.0,0.0022,8.0,96.0
3251,26.0,2.2,45.0,126.0,0.0015,8.0,371.0
3252,24.0,0.97,90.0,67.0,0.0019,8.0,204.0
3253,30.0,2.2,110.0,71.0,0.0022,11.7,268.0
3254,19.0,2.2,231.0,160.0,0.0013,8.0,1710.0
3255,18.0,2.2,111.0,138.0,0.0018,8.0,867.0
3256,27.0,2.2,99.0,140.0,0.0009,11.7,538.0
3257,29.0,2.2,10.0,115.0,0.0008,11.7,72.0
3258,6.0,0.97,45.0,82.0,0.0005,8.0,45.0
3259,26.0,2.2,115.0,133.0,0.0001,11.7,320.0
